0.600970	0.492049	0.412946	
0.593262	0.513005	0.409677	
0.600970	0.492049	0.412946	
0.593262	0.513005	0.409677	
0.589973	0.522694	0.407954	
0.581384	0.544815	0.404151	
0.577072	0.555901	0.401827	
0.574476	0.562198	0.400133	
0.576785	0.556225	0.400300	
0.581522	0.543854	0.401544	
0.587683	0.527463	0.403570	
0.592399	0.514009	0.405365	
0.594142	0.507303	0.406329	
0.591873	0.509899	0.406003	
0.586165	0.520314	0.404517	
0.578513	0.534791	0.402356	
0.571115	0.547990	0.400285	
0.565958	0.555293	0.399015	
0.564234	0.554093	0.399000	
0.565861	0.544743	0.400259	
0.569600	0.530260	0.402397	
0.573516	0.515333	0.404743	
0.575679	0.504692	0.406580	
0.574800	0.501500	0.407376	
0.570659	0.506278	0.406965	
0.564162	0.516772	0.405603	
0.557032	0.528798	0.403858	
0.551215	0.537744	0.402411	
0.548214	0.540166	0.401813	
0.548557	0.534935	0.402297	
0.551638	0.523550	0.403705	
0.555960	0.509580	0.405556	
0.559687	0.497416	0.407214	
0.561266	0.490763	0.408102	
0.559945	0.491370	0.407899	
0.556008	0.498468	0.406655	
0.550664	0.509076	0.404763	
0.545616	0.519076	0.402819	
0.542467	0.524657	0.401413	
0.542166	0.523624	0.400926	
0.544671	0.516109	0.401408	
0.548991	0.504474	0.402571	
0.553549	0.492462	0.403901	
0.556736	0.483882	0.404832	
0.557457	0.481301	0.404947	
0.555488	0.485183	0.404119	
0.551534	0.493772	0.402558	
0.546968	0.503737	0.400726	
0.543351	0.511349	0.399177	
0.541895	0.513769	0.398363	
0.543040	0.510012	0.398485	
0.546314	0.501246	0.399428	
0.550519	0.490353	0.400809	
0.554162	0.480899	0.402114	
0.555977	0.475891	0.402873	
0.555352	0.476756	0.402822	
0.552523	0.482888	0.401992	
0.548480	0.491897	0.400693	
0.544612	0.500466	0.399395	
0.542233	0.505502	0.398566	
0.542127	0.505198	0.398508	
0.544287	0.499637	0.399258	
0.547929	0.490728	0.400580	
0.551783	0.481511	0.402047	
0.554549	0.475087	0.403191	
0.555338	0.473543	0.403665	
0.553972	0.477263	0.403358	
0.551026	0.484833	0.402432	
0.547617	0.493566	0.401256	
0.545011	0.500439	0.400273	
0.544190	0.503140	0.399849	
0.545513	0.500851	0.400147	
0.548602	0.494504	0.401076	
0.552483	0.486428	0.402328	
0.555939	0.479513	0.403485	
0.557935	0.476202	0.404164	
0.557964	0.477658	0.404154	
0.556209	0.483393	0.403483	
0.553462	0.491470	0.402403	
0.550839	0.499199	0.401301	
0.549394	0.504066	0.400561	
0.549755	0.504595	0.400434	
0.551912	0.500836	0.400956	
0.555231	0.494322	0.401940	
0.558684	0.487506	0.403046	
0.561215	0.482900	0.403897	
0.562103	0.482206	0.404214	
0.561197	0.485742	0.403908	
0.558958	0.492372	0.403111	
0.556284	0.499917	0.402123	
0.554196	0.505930	0.401304	
0.553491	0.508535	0.400952	
0.554464	0.507062	0.401200	
0.556819	0.502254	0.401977	
0.559780	0.495985	0.403032	
0.562372	0.490590	0.404027	
0.563766	0.488056	0.404650	
0.563553	0.489340	0.404726	
0.561880	0.494061	0.404273	
0.559385	0.500663	0.403491	
0.556971	0.506974	0.402691	
0.555496	0.510959	0.402181	
0.555475	0.511420	0.402164	
0.556910	0.508392	0.402669	
0.559298	0.503101	0.403544	
0.561816	0.497527	0.404513	
0.563616	0.493703	0.405269	
0.564114	0.493016	0.405584	
0.563185	0.495743	0.405384	
0.561194	0.500975	0.404771	
0.558863	0.506960	0.403988	
0.557020	0.511717	0.403325	
0.556308	0.513726	0.403027	
0.556971	0.512437	0.403203	
0.558772	0.508441	0.403797	
0.561085	0.503243	0.404608	
0.563126	0.498729	0.405365	
0.564219	0.496511	0.405815	
0.564027	0.497373	0.405817	
0.562663	0.501021	0.405386	
0.560636	0.506205	0.404684	
0.558675	0.511169	0.403962	
0.557469	0.514266	0.403473	
0.557439	0.514521	0.403383	
0.558588	0.511952	0.403719	
0.560511	0.507542	0.404360	
0.562547	0.502887	0.405082	
0.564010	0.499631	0.405641	
0.564423	0.498904	0.405849	
0.563682	0.500939	0.405648	
0.562078	0.505013	0.405119	
0.560193	0.509712	0.404455	
0.558696	0.513439	0.403895	
0.558111	0.514958	0.403633	
0.558636	0.513818	0.403760	
0.560086	0.510490	0.404232	
0.561960	0.506183	0.404887	
0.563625	0.502422	0.405504	
0.564534	0.500511	0.405878	
0.564415	0.501095	0.405895	
0.563354	0.503943	0.405562	
0.561760	0.508055	0.405011	
0.560222	0.512015	0.404442	
0.559299	0.514489	0.404059	
0.559331	0.514683	0.403997	
0.560324	0.512604	0.404279	
0.561957	0.509040	0.404807	
0.563695	0.505274	0.405402	
0.564983	0.502637	0.405863	
0.565436	0.502046	0.406042	
0.564964	0.503697	0.405887	
0.563799	0.507013	0.405463	
0.562408	0.510857	0.404927	
0.561328	0.513938	0.404470	
0.560983	0.515254	0.404251	
0.561535	0.514433	0.404344	
0.562836	0.511847	0.404716	
0.564483	0.508465	0.405235	
0.565966	0.505516	0.405725	
0.566842	0.504056	0.406022	
0.566887	0.504608	0.406030	
0.566168	0.506997	0.405756	
0.565010	0.510417	0.405304	
0.563886	0.513730	0.404838	
0.563247	0.515858	0.404521	
0.563366	0.516155	0.404464	
0.564253	0.514616	0.404686	
0.565650	0.511871	0.405109	
0.567129	0.508949	0.405589	
0.568245	0.506922	0.405966	
0.568683	0.506534	0.406118	
0.568370	0.507950	0.406002	
0.567490	0.510711	0.405671	
0.566416	0.513907	0.405249	
0.565579	0.516499	0.404889	
0.565322	0.517677	0.404720	
0.565777	0.517134	0.404803	
0.566830	0.515160	0.405110	
0.568160	0.512530	0.405539	
0.569359	0.510229	0.405946	
0.570071	0.509110	0.406198	
0.570114	0.509599	0.406219	
0.569538	0.511563	0.406012	
0.568602	0.514363	0.405659	
0.567683	0.517086	0.405291	
0.567143	0.518864	0.405040	
0.567206	0.519174	0.404995	
0.567882	0.518004	0.405172	
0.568967	0.515850	0.405511	
0.570121	0.513535	0.405896	
0.570987	0.511918	0.406199	
0.571312	0.511602	0.406321	
0.571033	0.512726	0.406227	
0.570293	0.514931	0.405957	
0.569389	0.517495	0.405611	
