0.000000	0.000000	0.572958	0.572958
0.000036	0.000102	0.571550	0.565880
0.000144	0.000393	0.567278	0.545834
0.000325	0.000874	0.560113	0.512692
0.000579	0.001545	0.550011	0.466246
0.000905	0.002377	0.536852	0.408752
0.001308	0.003332	0.520278	0.342964
0.001793	0.004370	0.499700	0.272184
0.002365	0.005443	0.474593	0.199885
0.003025	0.006507	0.444760	0.129601
0.003764	0.007516	0.410625	0.064773
0.004569	0.008430	0.373330	0.008576
0.005415	0.009212	0.334664	-0.036305
0.006275	0.009837	0.296799	-0.067923
0.007121	0.010293	0.261908	-0.085313
0.007929	0.010579	0.231769	-0.088651
0.008685	0.010711	0.207466	-0.079297
0.009385	0.010719	0.189244	-0.059694
0.010033	0.010642	0.176565	-0.033114
0.010642	0.010525	0.168313	-0.003302
0.011227	0.010414	0.163095	0.025927
0.011803	0.010353	0.159529	0.051079
0.012385	0.010375	0.156473	0.069282
0.012981	0.010508	0.153120	0.078480
0.013597	0.010764	0.148971	0.077506
0.014236	0.011147	0.143724	0.066050
0.014900	0.011651	0.137127	0.044558
0.015593	0.012263	0.128865	0.014106
0.016319	0.012961	0.118525	-0.023735
0.017083	0.013721	0.105649	-0.067006
0.017887	0.014514	0.089856	-0.113469
0.018734	0.015308	0.071006	-0.160699
0.019618	0.016071	0.049323	-0.206199
0.020531	0.016771	0.025456	-0.247542
0.021459	0.017380	0.000436	-0.282536
0.022386	0.017876	-0.024457	-0.309412
0.023294	0.018242	-0.047898	-0.326990
0.024169	0.018473	-0.068721	-0.334812
0.024998	0.018571	-0.086098	-0.333193
0.025778	0.018548	-0.099633	-0.323199
0.026506	0.018426	-0.109361	-0.306523
0.027186	0.018230	-0.115669	-0.285305
0.027826	0.017989	-0.119165	-0.261903
0.028434	0.017732	-0.120532	-0.238659
0.029015	0.017486	-0.120415	-0.217701
0.029578	0.017271	-0.119361	-0.200782
0.030127	0.017105	-0.117807	-0.189193
0.030666	0.016997	-0.116128	-0.183721
0.031199	0.016950	-0.114677	-0.184656
0.031732	0.016964	-0.113836	-0.191826
0.032270	0.017030	-0.114017	-0.204643
0.032816	0.017137	-0.115623	-0.222155
0.033374	0.017268	-0.118985	-0.243105
0.033947	0.017406	-0.124271	-0.265997
0.034532	0.017529	-0.131424	-0.289182
0.035127	0.017615	-0.140126	-0.310960
0.035724	0.017645	-0.149820	-0.329701
0.036314	0.017601	-0.159778	-0.343980
0.036886	0.017468	-0.169208	-0.352697
0.037433	0.017239	-0.177367	-0.355182
0.037945	0.016911	-0.183664	-0.351253
0.038419	0.016488	-0.187723	-0.341227
0.038852	0.015979	-0.189399	-0.325872
0.039246	0.015400	-0.188756	-0.306324
0.039602	0.014766	-0.186011	-0.283960
0.039924	0.014098	-0.181468	-0.260265
0.040217	0.013414	-0.175465	-0.236706
0.040485	0.012731	-0.168333	-0.214618
0.040732	0.012063	-0.160390	-0.195125
0.040962	0.011421	-0.151949	-0.179078
0.041179	0.010814	-0.143331	-0.167032
0.041389	0.010245	-0.134877	-0.159234
0.041596	0.009714	-0.126944	-0.155626
0.041804	0.009217	-0.119874	-0.155859
0.042017	0.008747	-0.113954	-0.159322
0.042238	0.008294	-0.109372	-0.165177
0.042467	0.007845	-0.106171	-0.172414
0.042704	0.007388	-0.104232	-0.179920
0.042945	0.006909	-0.103283	-0.186561
0.043187	0.006394	-0.102930	-0.191274
0.043422	0.005833	-0.102715	-0.193156
0.043647	0.005218	-0.102179	-0.191540
0.043857	0.004546	-0.100918	-0.186052
0.044047	0.003814	-0.098630	-0.176632
0.044217	0.003028	-0.095128	-0.163533
0.044366	0.002194	-0.090345	-0.147279
0.044493	0.001322	-0.084313	-0.128610
0.044602	0.000423	-0.077135	-0.108404
0.044693	-0.000490	-0.068958	-0.087605
0.044771	-0.001405	-0.059959	-0.067143
0.044837	-0.002311	-0.050337	-0.047876
0.044895	-0.003198	-0.040308	-0.030536
0.044948	-0.004057	-0.030112	-0.015695
0.045000	-0.004885	-0.020011	-0.003736
0.045055	-0.005677	-0.010278	0.005163
0.045117	-0.006433	-0.001182	0.011027
0.045189	-0.007156	0.007042	0.014087
0.045274	-0.007850	0.014221	0.014759
0.045372	-0.008523	0.020268	0.013613
0.045485	-0.009181	0.025199	0.011335
0.045612	-0.009833	0.029129	0.008672
0.045750	-0.010490	0.032256	0.006371
0.045896	-0.011158	0.034837	0.005121
0.046048	-0.011845	0.037150	0.005492
0.046202	-0.012555	0.039462	0.007894
0.046356	-0.013290	0.042000	0.012545
0.046509	-0.014051	0.044937	0.019465
0.046659	-0.014835	0.048383	0.028481
0.046805	-0.015638	0.052390	0.039254
0.046949	-0.016453	0.056961	0.051316
0.047090	-0.017273	0.062057	0.064112
0.047231	-0.018090	0.067607	0.077047
0.047372	-0.018896	0.073513	0.089526
0.047515	-0.019685	0.079648	0.101000
0.047663	-0.020450	0.085859	0.110992
0.047818	-0.021185	0.091972	0.119129
0.047982	-0.021888	0.097797	0.125162
0.048159	-0.022557	0.103143	0.128976
0.048350	-0.023191	0.107836	0.130601
0.048558	-0.023792	0.111733	0.130203
0.048784	-0.024365	0.114747	0.128073
0.049028	-0.024914	0.116848	0.124608
0.049291	-0.025443	0.118072	0.120271
0.049571	-0.025960	0.118512	0.115564
0.049866	-0.026471	0.118307	0.110980
0.050175	-0.026981	0.117622	0.106964
0.050496	-0.027494	0.116629	0.103884
0.050826	-0.028014	0.115491	0.102001
0.051164	-0.028543	0.114351	0.101453
0.051509	-0.029080	0.113320	0.102253
0.051860	-0.029625	0.112480	0.104297
0.052215	-0.030175	0.111881	0.107375
0.052575	-0.030726	0.111544	0.111195
0.052939	-0.031274	0.111463	0.115413
0.053309	-0.031814	0.111606	0.119653
0.053684	-0.032343	0.111916	0.123538
0.054066	-0.032854	0.112312	0.126718
0.054456	-0.033345	0.112690	0.128888
0.054855	-0.033813	0.112933	0.129812
0.055265	-0.034255	0.112916	0.129333
0.055686	-0.034672	0.112520	0.127390
0.056122	-0.035063	0.111641	0.124014
0.056571	-0.035431	0.110203	0.119329
0.057035	-0.035777	0.108165	0.113541
0.057513	-0.036106	0.105528	0.106922
0.058005	-0.036422	0.102328	0.099786
0.058510	-0.036729	0.098635	0.092465
0.059026	-0.037031	0.094542	0.085284
0.059552	-0.037332	0.090158	0.078532
0.060087	-0.037636	0.085591	0.072450
0.060628	-0.037945	0.080949	0.067205
0.061174	-0.038259	0.076327	0.062891
0.061725	-0.038581	0.071803	0.059520
0.062278	-0.038908	0.067442	0.057029
0.062834	-0.039241	0.063286	0.055291
0.063391	-0.039576	0.059362	0.054124
0.063950	-0.039912	0.055673	0.053310
0.064510	-0.040245	0.052204	0.052609
0.065071	-0.040573	0.048921	0.051783
0.065634	-0.040894	0.045769	0.050605
0.066200	-0.041205	0.042682	0.048880
0.066768	-0.041504	0.039581	0.046459
0.067341	-0.041791	0.036390	0.043245
0.067917	-0.042065	0.033034	0.039204
0.068499	-0.042328	0.029454	0.034364
0.069086	-0.042579	0.025610	0.028813
0.069677	-0.042823	0.021484	0.022691
0.070274	-0.043060	0.017084	0.016181
0.070874	-0.043294	0.012436	0.009488
0.071478	-0.043527	0.007588	0.002830
0.072084	-0.043764	0.002601	-0.003586
0.072691	-0.044005	-0.002457	-0.009571
0.073297	-0.044254	-0.007517	-0.014974
0.073902	-0.044512	-0.012509	-0.019686
0.074505	-0.044780	-0.017371	-0.023650
0.075105	-0.045059	-0.022048	-0.026858
0.075700	-0.045347	-0.026495	-0.029350
0.076291	-0.045645	-0.030680	-0.031210
0.076876	-0.045951	-0.034586	-0.032557
0.077456	-0.046264	-0.038210	-0.033533
0.078030	-0.046581	-0.041562	-0.034297
0.078598	-0.046902	-0.044668	-0.035005
0.079160	-0.047223	-0.047567	-0.035809
0.079718	-0.047545	-0.050307	-0.036835
0.080271	-0.047865	-0.052938	-0.038185
0.080819	-0.048183	-0.055513	-0.039919
0.081364	-0.048500	-0.058079	-0.042062
0.081905	-0.048815	-0.060674	-0.044594
0.082442	-0.049129	-0.063321	-0.047458
0.082976	-0.049443	-0.066034	-0.050565
0.083506	-0.049759	-0.068808	-0.053798
0.084032	-0.050079	-0.071626	-0.057027
0.084554	-0.050405	-0.074463	-0.060115
0.085069	-0.050738	-0.077283	-0.062932
0.085579	-0.051080	-0.080046	-0.065362
0.086083	-0.051431	-0.082709	-0.067310
0.086579	-0.051794	-0.085231	-0.068714
0.087067	-0.052168	-0.087574	-0.069538
0.087547	-0.052554	-0.089704	-0.069783
0.088017	-0.052951	-0.091593	-0.069481
0.088479	-0.053358	-0.093225	-0.068690
0.088931	-0.053775	-0.094591	-0.067493
0.089373	-0.054199	-0.095692	-0.065988
0.089806	-0.054631	-0.096542	-0.064284
0.090230	-0.055068	-0.097163	-0.062489
0.090645	-0.055509	-0.097585	-0.060704
0.091051	-0.055954	-0.097843	-0.059019
0.091449	-0.056400	-0.097975	-0.057500
0.091839	-0.056848	-0.098018	-0.056194
0.092222	-0.057297	-0.098006	-0.055117
0.092598	-0.057747	-0.097965	-0.054260
0.092967	-0.058199	-0.097914	-0.053590
0.093329	-0.058653	-0.097865	-0.053052
0.093685	-0.059110	-0.097818	-0.052574
0.094034	-0.059570	-0.097768	-0.052076
0.094376	-0.060036	-0.097701	-0.051474
0.094711	-0.060507	-0.097600	-0.050688
0.095039	-0.060984	-0.097442	-0.049648
